word|styled-context|chapter|location
acechaba|" al tribunal del latitudinario, hasta que él mismo se cansó y con buenos modos empezó a sacudirse las moscas.

Don Custodio, joven ardentísimo en sus deseos, creía demasiado en los milagros de fortuna que hace la confesión auricular y atribuía a ellos sin razón los progresos del Magistral; por esto <span style=""color: rgb(0, 0, 255);"">acechaba</span> la sucesión del Arcipreste con más avaricia que todos, con pasión imprudente. Había averiguado que doña Olvido, la orgullosa hija única de Páez, uno de los más ricos americanos de La Colonia había pasado, tiempo atrás, del confesonario de Ripamilán al de don Fermín. Esto era ya una gollería"|II|Location 948
chocho|"de hay sencillez como aquella:

Yo he visto un pajarillo
posarse en un tomillo?
Y recitaba la tierna poesía de Villegas hasta el último verso, con lágrimas en los ojos y agua en los labios. La mayoría del cabildo absolvía de esa falta de formalidad al Arcipreste a condición de que se le tuviera por <span style=""color: rgb(0, 0, 255);"">chocho</span>.

—Y aun así y todo—decía un canónigo muy buen mozo, nuevo en Vetusta y en el oficio, pariente del ministro de Gracia y Justicia—aun así y todo no se puede llevar en calma la imprudencia con que habla de todo; suelta la sin hueso y juzga precipitadamente, y emplea vocablos y alusiones impropi"|II|Location 951
manar|"o lo había averiguado escuchando detrás de una puerta), ahora el chocho del poeta bucólico dejaba al Magistral la más apetecible de sus joyas penitenciarias, como lo era sin duda la digna y virtuosa y hermosísima esposa de don Víctor Quintanar. ¡Y don Custodio sentía la alegórica baba de la envidia <span style=""color: rgb(0, 0, 255);"">manar</span> de sus labios! Después de haber tropezado en el trasaltar con el Provisor, se había dirigido hacia el trascoro, y dentro de la capilla del otro, había visto, mirando de soslayo, dos señoras; nuevas sin duda, pues no sabían que aquella tarde no se sentaba don Fermín. Había vuelto a pasar, había"|II|Location 953
picaresca intención,|"su enemigo. Adulaba a Glocester y le animaba a luchar por la justa causa de sus derechos. Glocester, halagado, y con color de remolacha, dijo al oído del confidente:

—¿Será libre elección de esa señora?—Y separándose un poco, para ver el efecto de su malicia, miró al beneficiado con ojos llenos de <span style=""color: rgb(0, 0, 255);"">picaresca intención,</span> mientras los carrillos cárdenos e hinchados delataban un buche de risa, próxima a derramarse por las comisuras de los labios.

—Puede ser—contestó don Custodio, subrayando las palabras, para darse por enterado de la intención del otro.

Mientras el Arcipreste profanaba los cuatr"|II|Location 965
darse por enterado de|"ndose un poco, para ver el efecto de su malicia, miró al beneficiado con ojos llenos de picaresca intención, mientras los carrillos cárdenos e hinchados delataban un buche de risa, próxima a derramarse por las comisuras de los labios.

—Puede ser—contestó don Custodio, subrayando las palabras, para <span style=""color: rgb(0, 0, 255);"">darse por enterado de</span> la intención del otro.

Mientras el Arcipreste profanaba los cuatro lados de la cruz latina, que era sacristía, con el relato mundano de la vida y milagros de Obdulia Fandiño, Glocester, sonriendo, pensaba en los motivos que podía tener el Magistral para oír a don Cayetano, en "|II|Location 967
codiciada|"años; y resuelto a retirarse por completo del confesonario, había suplicado a sus hijas de confesión que le librasen de este trabajo y hasta señalado sucesor en tan grave e interesante ministerio; sucesor diferente según las personas. Esta especie de herencia, o mejor, sucesión inter vivos, era muy <span style=""color: rgb(0, 0, 255);"">codiciada</span> en el cabildo y por todos los dependientes del clero catedral. Antes de la reacción religiosa que en Vetusta, como en toda España, habían producido los excesos de los libre-pensadores improvisados en tabernas, cafés y congresos, era el Arcipreste el confesor de la nata de la Encimada, porq"|II|Location 970
fastos|" esperaban el turno de las penitentes anónimas. Estas humildes devotas ya sabían cuáles eran los días de descanso para el Magistral. Aquel era uno y por eso la capilla estuvo desierta hasta que llegaron las dos señoras. Visitación se confesaba cada dos o tres meses, no conocía a punto fijo los días <span style=""color: rgb(0, 0, 255);"">fastos</span> y nefastos, ignoraba cuándo se sentaba el Provisor y cuándo no. La Regenta venía por primera vez, «¿por qué no le había avisado? El suceso era bastante solemne y había de sonar lo suficiente para merecer preliminares más ceremoniosos. ¿Era orgullo? ¿Era que aquella señora pensaba que él había"|II|Location 979
nefastos,|"n el turno de las penitentes anónimas. Estas humildes devotas ya sabían cuáles eran los días de descanso para el Magistral. Aquel era uno y por eso la capilla estuvo desierta hasta que llegaron las dos señoras. Visitación se confesaba cada dos o tres meses, no conocía a punto fijo los días fastos y <span style=""color: rgb(0, 0, 255);"">nefastos,</span> ignoraba cuándo se sentaba el Provisor y cuándo no. La Regenta venía por primera vez, «¿por qué no le había avisado? El suceso era bastante solemne y había de sonar lo suficiente para merecer preliminares más ceremoniosos. ¿Era orgullo? ¿Era que aquella señora pensaba que él había de beber"|II|Location 979
había de beber los vientos|"días fastos y nefastos, ignoraba cuándo se sentaba el Provisor y cuándo no. La Regenta venía por primera vez, «¿por qué no le había avisado? El suceso era bastante solemne y había de sonar lo suficiente para merecer preliminares más ceremoniosos. ¿Era orgullo? ¿Era que aquella señora pensaba que él <span style=""color: rgb(0, 0, 255);"">había de beber los vientos</span> para averiguar cuándo vendría a favorecerle con su visita?... ¿Era humildad? ¿Era que con una delicadeza y un buen gusto cristiano y no común en las damas de Vetusta, quería confundirse con la plebe, confesar de incógnito, ser una de tantas?». Esta hipótesis le halagaba mu"|II|Location 981
de ensueños,|", sí, groseras, con el sacramento y en general con todo el culto. Se tomaban confianzas que eran profanaciones; adquirían pronto una familiaridad importuna que daba ocasión a las calumnias de los necios y de los mal intencionados».

«No era él un don Custodio, ignorante de lo que es el mundo, lleno <span style=""color: rgb(0, 0, 255);"">de ensueños,</span> ambicioso de cierto oropel eclesiástico, que tal vez se gana en el confesonario, para que le halagasen todavía revelaciones imprudentes, que sólo servían para inundarle el alma de hastío. Esperaba algo nuevo, algo más delicado, algo selecto». Sabía, por rumores, que el Arcipreste había "|II|Location 987
oropel|" y en general con todo el culto. Se tomaban confianzas que eran profanaciones; adquirían pronto una familiaridad importuna que daba ocasión a las calumnias de los necios y de los mal intencionados».

«No era él un don Custodio, ignorante de lo que es el mundo, lleno de ensueños, ambicioso de cierto <span style=""color: rgb(0, 0, 255);"">oropel</span> eclesiástico, que tal vez se gana en el confesonario, para que le halagasen todavía revelaciones imprudentes, que sólo servían para inundarle el alma de hastío. Esperaba algo nuevo, algo más delicado, algo selecto». Sabía, por rumores, que el Arcipreste había aconsejado a la Regenta que acudi"|II|Location 988
halagasen|"ones; adquirían pronto una familiaridad importuna que daba ocasión a las calumnias de los necios y de los mal intencionados».

«No era él un don Custodio, ignorante de lo que es el mundo, lleno de ensueños, ambicioso de cierto oropel eclesiástico, que tal vez se gana en el confesonario, para que le <span style=""color: rgb(0, 0, 255);"">halagasen</span> todavía revelaciones imprudentes, que sólo servían para inundarle el alma de hastío. Esperaba algo nuevo, algo más delicado, algo selecto». Sabía, por rumores, que el Arcipreste había aconsejado a la Regenta que acudiese a la capilla del Magistral, puesto que él se retiraba del confesonari"|II|Location 988
hastío.|"os necios y de los mal intencionados».

«No era él un don Custodio, ignorante de lo que es el mundo, lleno de ensueños, ambicioso de cierto oropel eclesiástico, que tal vez se gana en el confesonario, para que le halagasen todavía revelaciones imprudentes, que sólo servían para inundarle el alma de <span style=""color: rgb(0, 0, 255);"">hastío.</span> Esperaba algo nuevo, algo más delicado, algo selecto». Sabía, por rumores, que el Arcipreste había aconsejado a la Regenta que acudiese a la capilla del Magistral, puesto que él se retiraba del confesonario. Pero don Cayetano nada le había dicho. Además, como en materia de confesión los buen"|II|Location 989
verbosidad,|" se hablaba de Obdulia, ni de su prima la de Madrid, su modelo; se hablaba del tiempo; y Glocester no se movía. Se habían ido despidiendo todos los señores canónigos; quedaban los tres y el Palomo, que abría y cerraba cajones con estrépito y murmuraba; maldiciones sin duda.

Don Cayetano contuvo su <span style=""color: rgb(0, 0, 255);"">verbosidad,</span> comprendió que algo deseaba decirle el Magistral, que estorbaba Glocester; recordó de repente que él también quería hablar al Provisor, y como en casos tales no se mordía la lengua, cortó la conversación diciendo:

—¡Ah! ¡pícara memoria! don Fermín, una palabra, con permiso del señor Arc"|II|Location 995
estorbaba|" hablaba del tiempo; y Glocester no se movía. Se habían ido despidiendo todos los señores canónigos; quedaban los tres y el Palomo, que abría y cerraba cajones con estrépito y murmuraba; maldiciones sin duda.

Don Cayetano contuvo su verbosidad, comprendió que algo deseaba decirle el Magistral, que <span style=""color: rgb(0, 0, 255);"">estorbaba</span> Glocester; recordó de repente que él también quería hablar al Provisor, y como en casos tales no se mordía la lengua, cortó la conversación diciendo:

—¡Ah! ¡pícara memoria! don Fermín, una palabra, con permiso del señor Arcediano... es decir, no es una palabra, tenemos que hablar largo..."|II|Location 996
alzacuello|"nía razón el delantero. De Pas no se pintaba. Más bien parecía estucado. En efecto, su tez blanca tenía los reflejos del estuco. En los pómulos, un tanto avanzados, bastante para dar energía y expresión característica al rostro, sin afearlo, había un ligero encarnado que a veces tiraba al color del <span style=""color: rgb(0, 0, 255);"">alzacuello</span> y de las medias. No era pintura, ni el color de la salud, ni pregonero del alcohol; era el rojo que brota en las mejillas al calor de palabras de amor o de vergüenza que se pronuncian cerca de ellas, palabras que parecen imanes que atraen el hierro de la sangre. Esta especie de congestión"|II|Location 1000
vejete|"palabra, con permiso del señor Arcediano... es decir, no es una palabra, tenemos que hablar largo... son intereses espirituales.

Glocester se mordió los labios; saludó con el torcido tronco, haciéndose un arco de puente, y salió de la sacristía diciendo para su alzacuello morado y blanco:

—«¡Este <span style=""color: rgb(0, 0, 255);"">vejete</span> chocho y mal educado me las ha de pagar todas juntas!».

El Arcipreste se burlaba de la diplomacia y del maquiavelismo del Arcediano con salidas de tono, indirectas del Padre Cobos y otros expedientes por el estilo.

—«Si todos fueran como yo, Glocester no sabría qué hacer de su habilidad y d"|II|Location 1000
