word|ch-context-styled|chapter|kindle-location
verdores|"mpropias de una dignidad.<br><br>A este mismo señor canónigo que embozadamente le había reprendido algunas veces por la pimienta de sus epigramas, solía taparle la boca el Arcipreste diciendo:<br><br>—Nada, nada, repito lo que mi paisano y queridísimo poeta Marcial dejó escrito para casos tales, es a saber:<br><br>Lasciva est nobis pagina, vita proba est.<br>Con lo cual daba a entender, y era verdad, que él tenía los <span style=""color: rgb(0, 0, 255);"">verdores</span> en la lengua, y otros, no menos canónigos que él, en otra parte. Y no era de estos días el ser don Cayetano muy honesto en el orden aludido, sino que toda la vida había sido un boquirroto en tal materia, pero nada más que un boquirroto. Y esta era la traducción libre del verso de Marcial.<br><br>El Arcipreste estaba muy locuaz aquella tarde. La visita de Obdulia a la catedral había despertado s"|II|Location 852
boquirroto|"<br><br>—Nada, nada, repito lo que mi paisano y queridísimo poeta Marcial dejó escrito para casos tales, es a saber:<br><br>Lasciva est nobis pagina, vita proba est.<br>Con lo cual daba a entender, y era verdad, que él tenía los verdores en la lengua, y otros, no menos canónigos que él, en otra parte. Y no era de estos días el ser don Cayetano muy honesto en el orden aludido, sino que toda la vida había sido un <span style=""color: rgb(0, 0, 255);"">boquirroto</span> en tal materia, pero nada más que un boquirroto. Y esta era la traducción libre del verso de Marcial.<br><br>El Arcipreste estaba muy locuaz aquella tarde. La visita de Obdulia a la catedral había despertado sus instintos anafrodíticos, su pasión desinteresada por la mujer, diríase mejor, por la señora. Aquel olor a Obdulia, que ya nadie notaba, sentíalo aún don Cayetano.<br><br>El Magistral contes"|II|Location 853
instintos anafrodíticos,|"dores en la lengua, y otros, no menos canónigos que él, en otra parte. Y no era de estos días el ser don Cayetano muy honesto en el orden aludido, sino que toda la vida había sido un boquirroto en tal materia, pero nada más que un boquirroto. Y esta era la traducción libre del verso de Marcial.<br><br>El Arcipreste estaba muy locuaz aquella tarde. La visita de Obdulia a la catedral había despertado sus <span style=""color: rgb(0, 0, 255);"">instintos anafrodíticos,</span> su pasión desinteresada por la mujer, diríase mejor, por la señora. Aquel olor a Obdulia, que ya nadie notaba, sentíalo aún don Cayetano.<br><br>El Magistral contestaba con sonrisas insignificantes. Pero no se marchaba. Algo tenía que decir al Arcipreste. No era De Pas de los que solían quedarse al tertulín, como llamaban a la sabrosa plática de la sacristía después del coro. Si"|II|Location 855
graneado!|" como si ellos no tuvieran defectos, estuvieran en el justo medio de todo y en la vida hubieran de separarse. Pero marchaba uno, y los demás le guardaban cierto respeto por algunos minutos. Cuando ya debía de estar en su casa el temerario, alguno de los que quedaban, decía de repente:<br><br>—Como ese otro.... Y todos sabían que aquel gesto de señalar a la puerta y tales palabras significaban:<br><br>—¡Fuego <span style=""color: rgb(0, 0, 255);"">graneado!</span> Y no le quedaba hueso sano a ese otro.<br><br>El Arcipreste no era de los que menos murmuraban.<br><br>Él le había puesto el apodo que llevaba sin saberlo, como una maza, al señor Arcediano don Restituto Mourelo. En el cabildo nadie le llamaba Mourelo, ni Arcediano, sino Glocester. Era un poco torcido del hombro derecho don Restituto—por lo demás buen mozo, casi tan alto como el pariente del ministr"|II|Location 865
gallardía|" los que menos murmuraban.<br><br>Él le había puesto el apodo que llevaba sin saberlo, como una maza, al señor Arcediano don Restituto Mourelo. En el cabildo nadie le llamaba Mourelo, ni Arcediano, sino Glocester. Era un poco torcido del hombro derecho don Restituto—por lo demás buen mozo, casi tan alto como el pariente del ministro—, y como este defecto incurable era un obstáculo a las pretensiones de <span style=""color: rgb(0, 0, 255);"">gallardía</span> que siempre había alimentado, discurrió hacer de tripas corazón, como se dice, o sea sacar partido, en calidad de gracia, de aquella tacha con que estaba señalado. En vez de disimularlo subrayaba el vicio corporal torciéndose más y más hacia la derecha, inclinándose como un sauce llorón. Resultaba de aquella extraña postura que parecía Mourelo un hombre en perpetuo acecho, adelantándose "|II|Location 869
discurrió|"puesto el apodo que llevaba sin saberlo, como una maza, al señor Arcediano don Restituto Mourelo. En el cabildo nadie le llamaba Mourelo, ni Arcediano, sino Glocester. Era un poco torcido del hombro derecho don Restituto—por lo demás buen mozo, casi tan alto como el pariente del ministro—, y como este defecto incurable era un obstáculo a las pretensiones de gallardía que siempre había alimentado, <span style=""color: rgb(0, 0, 255);"">discurrió</span> hacer de tripas corazón, como se dice, o sea sacar partido, en calidad de gracia, de aquella tacha con que estaba señalado. En vez de disimularlo subrayaba el vicio corporal torciéndose más y más hacia la derecha, inclinándose como un sauce llorón. Resultaba de aquella extraña postura que parecía Mourelo un hombre en perpetuo acecho, adelantándose a los rumores, avanzada de sí mismo para"|II|Location 870
tacha|" cabildo nadie le llamaba Mourelo, ni Arcediano, sino Glocester. Era un poco torcido del hombro derecho don Restituto—por lo demás buen mozo, casi tan alto como el pariente del ministro—, y como este defecto incurable era un obstáculo a las pretensiones de gallardía que siempre había alimentado, discurrió hacer de tripas corazón, como se dice, o sea sacar partido, en calidad de gracia, de aquella <span style=""color: rgb(0, 0, 255);"">tacha</span> con que estaba señalado. En vez de disimularlo subrayaba el vicio corporal torciéndose más y más hacia la derecha, inclinándose como un sauce llorón. Resultaba de aquella extraña postura que parecía Mourelo un hombre en perpetuo acecho, adelantándose a los rumores, avanzada de sí mismo para saber noticias, cazar intenciones y hasta escuchar por los agujeros de las cerraduras. Encontraba el A"|II|Location 870
acecho,|"a las pretensiones de gallardía que siempre había alimentado, discurrió hacer de tripas corazón, como se dice, o sea sacar partido, en calidad de gracia, de aquella tacha con que estaba señalado. En vez de disimularlo subrayaba el vicio corporal torciéndose más y más hacia la derecha, inclinándose como un sauce llorón. Resultaba de aquella extraña postura que parecía Mourelo un hombre en perpetuo <span style=""color: rgb(0, 0, 255);"">acecho,</span> adelantándose a los rumores, avanzada de sí mismo para saber noticias, cazar intenciones y hasta escuchar por los agujeros de las cerraduras. Encontraba el Arcediano, sin haber leído a Darwin, cierta misteriosa y acaso cabalística relación entre aquella manera de F que figuraba su cuerpo y la sagacidad, la astucia, el disimulo, la malicia discreta y hasta el maquiavelismo canónico que era "|II|Location 872
carcajada|"ida que llevaba esta señora viuda en la corte, porque era muy amiga del célebre obispo de Nauplia, a quien yo traté allí con gran intimidad. En una fonda de la calle del Arenal tuve ocasión de conocer bien a esa Obdulia, a quien antes apenas saludaba aquí, a pesar de que éramos contertulios en casa del Marqués de Vegallana. Ahora somos grandes amigos. Es epicurista. No cree en el sexto.<br><br>Hubo una <span style=""color: rgb(0, 0, 255);"">carcajada</span> general. Sólo el Provisor se contentó con sonreír, inclinarse y poner cara de santo que sufre por amor de Dios el escándalo de los oídos. El Arcediano rio sin ganas.<br><br>La historia de Obdulia Fandiño profanó el recinto de la sacristía, como poco antes lo profanaran su risa, su traje y sus perfumes.<br><br>El Arcipreste narraba las aventuras de la dama como lo hubiera hecho Marcial, salvo el latí"|II|Location 897
simonía|" superior de la catedral. El Obispo era un bendito, Glocester un taimado con más malicia que talento; el Magistral un sabio, un literato, un orador, un hombre de gobierno, y lo que valía más que todo, en su concepto, un hombre de mundo. Cuando se le hablaba de los supuestos cohechos del Provisor, de su tiranía, de su comercio sórdido, se indignaba el anciano y negaba en redondo hasta los casos de <span style=""color: rgb(0, 0, 255);"">simonía</span> más probables. Si le traían a cuento el capítulo de las aventuras amorosas, que no pasaban de ser rumores anónimos, sin fundamento que hiciera prueba, el Arcipreste sonreía al negar, dando a entender que aquello era posible, pero importaba menos.<br><br>—La verdad es que don Fermín es muy buen mozo, y, si las beatas se enamoran de él viéndole gallardo, pulcro, elegante y hablando como un Crisóst"|II|Location 919
jaqueca?|"omo en el púlpito, él no tiene la culpa ni la cosa es contraria a las sabias leyes naturales.<br><br>El Magistral sabía todo lo que Ripamilán pensaba de él y le consideraba el más fiel de sus parciales. Por eso le esperaba. Tenía que hacerle ciertas preguntas que, no tratándose del Arcipreste, podrían ser peligrosas. Glocester había olido algo.<br><br>—«¿Cómo no se marchaba el Magistral? ¿Cómo sufría aquella <span style=""color: rgb(0, 0, 255);"">jaqueca?</span> No, pues él tampoco dejaba el puesto». Era el de Mourelo el más cordial enemigo que tenía el Provisor. Precisamente el trabajo de maquiavelismo más refinado del Arcediano consistía en mantener en la apariencia buenas relaciones con «el déspota», pasar como partidario suyo y minarle el terreno, prepararle una caída que ni la de don Rodrigo Calderón. Vastísimos eran los planes de Glocester,"|II|Location 926
hilaba|"nter vivos, era muy codiciada en el cabildo y por todos los dependientes del clero catedral. Antes de la reacción religiosa que en Vetusta, como en toda España, habían producido los excesos de los libre-pensadores improvisados en tabernas, cafés y congresos, era el Arcipreste el confesor de la nata de la Encimada, porque tenía la manga ancha en ciertas materias; pero ya la moda había cambiado, se <span style=""color: rgb(0, 0, 255);"">hilaba</span> más delgado en asuntos pecaminosos y el Magistral que se iba con pies de plomo era preferido. Sin embargo, unas por costumbre, otras por no dar un desaire a don Cayetano, y algunas por seguir contentas con aquel sistema de la manga ancha, algunas damas continuaban asistiendo al tribunal del latitudinario, hasta que él mismo se cansó y con buenos modos empezó a sacudirse las moscas.<br><br>Don Cus"|II|Location 944
acechaba|"gunas por seguir contentas con aquel sistema de la manga ancha, algunas damas continuaban asistiendo al tribunal del latitudinario, hasta que él mismo se cansó y con buenos modos empezó a sacudirse las moscas.<br><br>Don Custodio, joven ardentísimo en sus deseos, creía demasiado en los milagros de fortuna que hace la confesión auricular y atribuía a ellos sin razón los progresos del Magistral; por esto <span style=""color: rgb(0, 0, 255);"">acechaba</span> la sucesión del Arcipreste con más avaricia que todos, con pasión imprudente. Había averiguado que doña Olvido, la orgullosa hija única de Páez, uno de los más ricos americanos de La Colonia había pasado, tiempo atrás, del confesonario de Ripamilán al de don Fermín. Esto era ya una gollería. Pero ¡oh escándalo! ahora (don Custodio lo había averiguado escuchando detrás de una puerta), ahor"|II|Location 948
chocho|"ero no hay que olvidar lo de versate manu. ¡Los clásicos, Trifoncillo, los clásicos sobre todo! ¿Dónde hay sencillez como aquella:<br><br>Yo he visto un pajarillo<br>posarse en un tomillo?<br>Y recitaba la tierna poesía de Villegas hasta el último verso, con lágrimas en los ojos y agua en los labios. La mayoría del cabildo absolvía de esa falta de formalidad al Arcipreste a condición de que se le tuviera por <span style=""color: rgb(0, 0, 255);"">chocho</span>.<br><br>—Y aun así y todo—decía un canónigo muy buen mozo, nuevo en Vetusta y en el oficio, pariente del ministro de Gracia y Justicia—aun así y todo no se puede llevar en calma la imprudencia con que habla de todo; suelta la sin hueso y juzga precipitadamente, y emplea vocablos y alusiones impropias de una dignidad.<br><br>A este mismo señor canónigo que embozadamente le había reprendido algunas veces"|II|Location 951
